index,words,jyutping,meanings,note,category_1,category_2,category_3
3719,*猋（飆）,biu1,衝；躥；迅疾地奔跑。一見倒佢就～埋去。（一看見他就衝過去。）│成個人喺視窗～出去。（整個人從視窗飛出去。）│條魚一～唔知～咗去邊。（那條魚一躥不知道躥挪兒去了。）,[重見二B6、六A3],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B2全身動作
3720,*𨀤,leoi1,（頭向前或向下）鑽。死咁～埋去。（拼命鑽進去。）,[重見六B4],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B2全身動作
3721,*蜎,gyun1,爬著鑽；蠕動。你～落床下底做咩啊？（你鑽到床底下幹嘛？）│條蟲仔～下～下。（那小蟲不斷地蠕動著。）,[蜎文讀jyun1。重見七A15],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B2全身動作
3722,*貢,gung3,爬著鑽；蠕動。你～落檯底執翻隻筷子啦。（你鑽進桌子底下撿回那隻筷子。）│好似條屎蟲咁～嚟～去。（好像蛆一般動來動去。）,[重見七A15],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B2全身動作
3723,*瞓（睏）,fan3,躺。～上張床，等我檢查下。（躺到床上去，讓我檢查一下。）,[重見二C5],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B2全身動作
3724,*䟴,ngan3,利用彈力向高處跳；彈跳。一～就上咗瓦背頂。（一跳就上了房頂。）,[重見六A4、六D11],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B2全身動作
3725,*紮1,zaat3,猛然跳起；向高處跳起。聽倒唥鐘聲，佢即刻～起身。（聽到鬧鐘響，他馬上跳起來。）│嚇到我成個～起。（嚇得我整個人跳起來。）,[重見七A5],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B2全身動作
3726,*紮紮跳,zaat3 zaat3 tiu3,不斷地跳。啲蝦買翻嚟仲係～嘅。（這些蝦買回來還是活蹦亂跳的。）,[重見七E22],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B2全身動作
3727,生蝦噉跳,saang1 haa1 gam2 tiu3,【喻】【貶】像活蝦似的亂跳。嗰啲係乜嘢舞啊，～！（那是甚麼舞哇，亂跳一氣！）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B2全身動作
3728,*打關斗,daa2 gwaan1 dau2,翻筋斗；打空翻。孫悟空好叻㗎，打個關鬥十萬八千里。（孫悟空好厲害，翻個筋斗十萬八千里。）,[重見六B4],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B2全身動作
3729,打大翻,daa2 daai2 faan1,打空翻。,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B2全身動作
3730,*骲（齙）,"baau6 (biu6, beu6)",用身體（包括肘部等）把別人擠開。你嗰度又唔係冇埞，猛～過嚟做乜啫？（你那兒又不是沒地方，拼命挨過來幹甚麼？）,[重見二D2、九A7],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B2全身動作
3731,*逼（偪）,bik1,推擠。將佢～埋一便。（把他擠到一旁。）│死～死～先～咗出嚟。（拼命擠才擠了出來。）,[重見九A3、九B6],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B2全身動作
3732,借,ze3,讓開；閃開。好在我快啲～開，一唔係實淥親嘞。（幸好我趕快閃開，不然肯定燙著了。,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B2全身動作
3733,騎膊馬,ke4 bok3 maa5,【喻】（小孩）騎在大人的肩膀上。,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B2全身動作
3734,豎蔥,syu6 cung1,【喻】倒立；拿大頂。,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B2全身動作
3735,*倒掟頭,dou3 deng3 tau4,倒立；拿大頂。,[重見九B13],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B2全身動作
3736,覘（擔）,daam1,擡（頭）。～高頭睇下。（擡起頭看一看。）│～天望地（東張西望）。,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B3頭部動作
3737,𩓥（岳）,ngok6,仰（頭）。～高個頭。（仰起頭。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B3頭部動作
3738,岌頭,ngap6 tau4-2,點頭。你問佢得唔得，佢實～嘅。（你問他行不行，他肯定點頭。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B3頭部動作
3739,擰頭,ning6 tau4,搖頭。佢猛咁～，實係唔𠶧喇。（他一個勁兒地搖頭，肯定不行了。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B3頭部動作
3740,𢫕頭,wing6 tau4,搖頭。,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B3頭部動作
3741,耷頭,dap1 tau4,低頭；垂下腦袋。佢耷低頭，一粒聲都唔出。（他低下頭，一句話也不說。）│唔好～！挺胸！（別低頭！挺胸！）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B3頭部動作
3742,𢱕跤,dap6 gaau1,摔倒；跌跤（𢱕：摔）。咁大個仔仲會～㗎！（怎麼這麼大的人了還會摔倒！）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3743,*打關斗,daa2 gwaan1 dau2,跌倒；摔跟頭。條路好蹋，𩬎成個～。（這條路很滑，他整個人跌倒了。）│呢度好難行，因住～啊。（這裡不好走，小心跌倒。）,[重見六B2],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3744,*仆,puk1,摔；朝前摔倒。～低響地下（摔倒在地上。）,[重見六B1],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3745,*轆（碌）,luk1,摔；翻滾著摔倒。未行得兩步就～低咗。（沒走幾步就倒下了。）,[重見三A8、六A5、十C2],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3746,一仆二轆（碌）,jat1 puk1 ji6 luk1,連滾帶爬。佢哋～噉行咗半個鐘先到。（他們連滾帶爬地走了半個小時才到。）,[又作“一仆一轆（碌）”],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3747,趴屎,paa1 si2,【俗】【謔】撲倒；朝前摔倒。一踏冇踏正，成個～。（一踩沒踩正，整個人摔了個嘴啃泥。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3748,*𨀤,leoi1,（頭朝下）倒下；栽。佢～咗喺度，暈咗。（他栽倒在那兒，昏了過去。）,[重見六B2],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3749,*舂,zung1,。（頭朝下）摔倒；栽。佢喺隻船度～咗落水。（他從船上栽進水裡。）│敵機～落嚟。（敵機栽下來。這是把飛機比作人。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3750,*𢴈,daat3,（橫著）摔倒；從高處摔下來。成個～低響地。（整個人摔倒在地上。）│喺三樓～落嚟，仲有命嘅！（從三樓摔下來，還有命嗎！）,[重見六D3],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3751,𢴈生魚咁𢴈,daat3 saang1 jyu4-2 gam2 daat3,【喻】像摔鱧魚那樣摔，比喻摔得很重。,[參見六D3“ ”],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3752,躀,gwaan3,摔倒。佢𠽤咗下，就～低咗。（他絆了一下，就摔倒了。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3753,*𨃩,sin3,滑倒。地下濕，因住～親。（地上濕，小心滑倒。）,[重見九A7],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3754,扻（磕）,ham2,碰撞（往往指會對身體造成損害的）。～親個膝頭哥。（碰傷了膝蓋。）│～頭埋牆。（把頭往牆上撞。熟語，形容愚不可及或極度後悔時的表現。“～”本是被動性動作，此處用為主動性動作，表示反常行為。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3755,*浸1,zam6,溺水。一個人去水庫游水，～死都冇人知啊！（獨自到水庫游泳，淹死也沒人知道！）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3756,*畀,bei2,在表示被動的句子裡，引出做出動作的人或物；被；讓；給。佢～人𢱕咗一身。（他被人打了一頓。）│你諗唔倒～我撚哩！（你想不到讓我耍了吧！）│條魚～貓擔走咗。（魚被貓叼走了。）│～眼釘㓤親│（被釘子刺傷。）,[重見七A10、七E7],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3757,*親1,can1,放在表動作等的詞語後面，表示身體或心理遭受（不好的或可能造成損害的）。屈～衹手。（扭傷了手。）│扻～個頭。（撞傷了頭。）│畀你嚇～。（讓你嚇著。）│琴日凍～嘞。（昨天受了涼。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3758,打冷震,daa2 laang5 zan3,發抖。哆嗦（不一定是由於寒冷）。佢凍到～。（他冷得發抖。）│佢驚到猛～。（他害怕得直哆嗦。）,[又作“打震”]│,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3759,啲啲震,di4 di2 zan3,不停地顫抖。你做咩～啊？凍定係驚啊？（你幹嗎不停地顫抖？是冷還是害怕？）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3760,*揗揗震,tan4 tan4-2 zan3,顫抖。我坐喺佢身跟，都覺得佢猛咁～。（我坐在他身旁，都感覺到他抖得厲害。）,[重見五A4],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3761,*震揗揗,zan3 tan4 tan4,顫抖。常伯點都係老喇，行路～。（常大伯怎麼說也是老了，走路顫顫巍巍。）,[重見五A4],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3762,*揗,tan4,顫抖。佢而家寫字衹手都猛咁～。（他現在寫字那手也不斷地發抖。）,[重見七A2、七A15],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六B軀體動作,六B4被動性動作、發抖
3763,*擘（掰）,maak3,。睜。～開對眼。（睜開眼睛。）│對眼～咁大做乜啊？（眼睛睜那麼大幹甚麼？）,[重見六C2、六D6、六D12],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3764,𥊼,caang3,瞪；睜。～唔開眼。（掙不開眼睛。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3765,睩,luk1,①用力睜大（眼）。對眼～到燈籠咁大。（眼睛瞪得像燈籠那麼大。）②掙大眼睛注視（往往表示不滿、憤怒等）。～咗佢一眼。（瞪了他一眼。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3766,*睇,tai2,看。～電影│～書│你頭先～見乜嘢？（你剛才看見甚麼？）│叫阿老林快啲嚟～下。（叫老林快點兒來看一看。）,[重見七E6],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3767,眈,daam1,望；注意地看。你去～一佢喺度做乜？（你去看一看他在幹甚麼？）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3768,眈天望地,daam1 tin1 mong6 dei6,東張西望。～噉，冇啲體統！（東張西望的，沒點兒體統！）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3769,睺(候),hau1,注意地看。你響度～乜嘢啫？（你在這兒看甚麼？）,[重見五B4、五B7、七E6],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3770,𥊙,zong1,窺視。～下媽咪喺廚房整乜餸。（偷偷看一看媽媽在廚房做甚麼菜。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3771,瞄,miu4-2,瞥視。～下嗰度賣乜東東。（瞥一眼那裡賣甚麼東西。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3772,*擸,laap3,掃視。我～咗嗰一眼，好似好熟口面噉。（我掃了他一眼，好像很面熟。）,[重見六D1、六D10、七A10],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3773,睄,saau4,睨視。佢雙眼～嚟～去，好鬼鼠啊。（他那雙眼到處睨視，鬼鬼祟祟的。）│攞眼尾嚟～。（用眼角的餘光來看。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3774,䚕,lai6,嚴厲地看。你媽媽～實你啊，你仲喐嚟喐去。（你媽媽看著你呀，還動來動去的。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3775,掘,gwat6,盯；瞪；嚴厲地看。我去親嗰度嗰個人都攞對眼～實我。（我每次去那兒，那個人都拿眼睛緊緊盯著我。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3776,*𥄫,gap6,盯；目不轉睛地看。你噉都有嘅，一路攞對眼嚟～實嗰個女仔！（你怎麼能這樣，一直用眼睛死盯著那個女孩子！）,[重見七E6],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3777,*單1,daan1,①睜一隻眼閉一隻眼。我～唔倒眼嘅。（我沒法兒睜一隻眼閉一隻眼。）②用一隻眼睛（閉上另一隻）來看。～下條方直唔直。（閉上一隻眼睛來瞄一瞄那木方直不直。）③【俗】看。等我埋去～一～先。（讓我過去先看一看。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3778,偷眼屎,tau1 ngaan5 si2,偷看。要睇就大大方方睇，使乜～啫！（要看就大大方方看，何必偷看呢！）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3779,瞌,hap1,閉（眼）。～埋雙眼詐諦瞓著。（閉上眼睛假裝睡著。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3780,*眯,mei1,閉（眼）。～埋眼梗係睇唔倒啦！（閉上眼睛當然看不見了！）,[普通話指眼皮微微合上，與廣州話有所不,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3781,䁋,hip3,閉（眼）。,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3782,矇1,mung1,眯縫。畀熱頭劖到～起眼。（讓太陽晃得眯起眼睛。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3783,䁪,zaam2,眨。睇到眼都唔～下。（看得眼睛也不眨。）│你點解猛～眼嘅？入咗沙咩？（你幹嗎老眨眼睛？進了沙子嗎？）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3784,*霎2,saap3,眨。,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3785,䀹,sip3,眨。,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3786,䁪眉䁪眼,zaam2 mei4 zaam2 ngaan5,擠眉弄眼。你兩個～，有乜鬼怪嘢呢！（你們倆擠眉弄眼的，有甚麼作怪的事吧！）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3787,丟眼角,diu1 ngaan5 gok3,①使眼色。你唔使～，有嘢就打明嚟講。（你不用使眼色，有甚麼就明說。）②以眼神傳遞感情；暗送秋波。,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C1眼部動作
3788,*食1,sik6,吃。～飯│～嘢。,[重見七B13],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3789,刷,caat3,【俗】大吃。呢隻香蕉你～埋佢吧。（這隻香蕉你把它吃了吧。）│出咗鋃，去邊度～番餐啊？（發了工資，到哪兒大吃一頓呀？）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3790,□,cu2,【俗】【謔】吃。而家呢個年頭有得～就～，點知聽日仲有冇命歎㗎。（現在這個年頭有吃的就吃，誰知道明天還有沒有命享受。）,[這是對普通話“吃”字音的模仿],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3791,喫,jaak3,【俗】吃。,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3792,噍,ziu6,①咀嚼。～香口膠。（嚼口香糖。）│～骨頭。（啃骨頭。）②【謔】吃。呢碟菜冇人食，等我～咗佢。（這碟菜沒有人吃，讓我吃了它。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3793,噒,leon1,細細地啃。～骨（啃骨頭）。,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3794,梅,mui2,（沒牙齒的人用牙齦）嚼。我老喇，冇牙噍喇，惟有～下～下咋。（我老了，沒牙齒嚼了，衹能用牙齦磨。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3795,𠶲,kap6,大口咬；迅速地咬。一啖～咗半隻餅。（一口咬了半個餅。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3796,噬,sai4,大口咬。咪畀隻狗～你一啖下！（別讓那狗咬你一口啊！）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3797,啗（擔）,daam1,叼。～住口菸。（叼著一根菸卷兒。）│麻鷹～雞仔。（老鷹叼小雞。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3798,*骾,kang2,勉強下嚥。難食都要死～，唔係肚餓㗎嘛。（難吃也要拼命往下嚥，不然肚子餓呀。）,[別一音為gang2，重見二C11],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3799,*飲,jam2,喝。～水（喝水）│～酒（喝酒）,[重見七B3],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3800,啜（歠、嘬）,zyut3,①吸（食）。～奶（吸奶；吃奶）│～田螺（把田螺的肉從殼中吸出吃之）│用吸管～汽水（用吸管吸飲汽水）②吻。～面珠（吻臉蛋）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3801,嗒1,dap1,含咂。～糖（把糖含在嘴中細咂。）│～真啲味。（咂出真滋味。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3802,嗒2,dep1,小口地吸（飲料等）。～一啖酒食一粒南乳肉。（咂一口酒吃一顆五香花生米。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3803,呷,haap3,大口喝；吸飲。再～多啖。（再喝一大口。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3804,*嗍,sok3,①吸飲。出力～一啖。（使勁吸一口。）②深吸氣。③深吸著氣聞。你～下係乜嘢味？（你嗅嗅這是甚麼氣味？）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3805,□,pu4,用力吐；用強烈氣流往外吐；用嘴噴。我啱啱呷一啖就～咗出嚟。（我剛喝一口就一下吐了出來。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3806,𦧲,loe1,慢慢地用舌頭頂著往外吐；將啖痰～喺手巾仔度。（把痰吐在手絹上。）│食人唔～骨。（吃人連骨頭也不吐。喻殺人不眨眼。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3807,𦧺,laai2,舔。食完飯，仲～乾淨啲汁。（吃完飯，還把菜汁舔乾淨。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3808,斂,lim5 (lem5),舔、舐。佢用條脷～下個嘴唇試講落去。（他用舌頭舔一下嘴唇又繼續講下去。）│連汁都～埋。（連汁也舔乾淨。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3809,痛（疼）,tung3,親吻。～佢一啖。（吻他一下。）,[重見五B6],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3810,*惜（錫）,sek3,吻。等爹哋～下先。（先讓爸爸親一下。）,[重見五B6],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3811,嘴,zeoi2,【俗】吻。你有冇～過女朋友啊？（你吻過女朋友沒有？）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3812,*擘（掰）,maak3,張（嘴）。～大嘴（張大嘴巴）,[重見六C1、六D6、六D12],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3813,𡄵,ji1,呲。～開棚牙（呲牙）。,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3814,*𡄵牙𠾴哨,ji1 ngaa4 baang6 saau3,呲牙咧嘴。嗰個嘢～，好鬼難睇啊。（那個人呲牙咧嘴的，真難看。）,[重見七C1],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3815,奪,dyut1,噘。～長條嘴。（噘起嘴巴。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3816,*□,goe1,噘起個嘴。（噘起嘴巴。）,[重見六D6],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3817,扁嘴,bin2 zeoi2,撇嘴（表示不以為然或小孩要哭）。老陳聽咗，一便～一便擰頭。（老陳聽了，一邊撇嘴一邊搖頭。）│佢一～，啲眼淚水就𢱕落嚟。（他一撇嘴，眼淚就往下掉。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3818,𠴕,miu2,努嘴；抿嘴。～嘴,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3819,*哄2,hung6,嗅；湊近去聞。,[重見七A14],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3820,*壅1,ung1,聳（鼻子）。～起個鼻。（聳起鼻子。）,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六C五官動作,六C2嘴部（含牙、舌）動作、鼻部動作[說話參見七C]
3821,*拎,ning1,①拿。幫我～樽墨水過嚟啊。（幫我拿瓶墨水過來。）②提。你～住咁大抽水果去邊啊？（你提這麼大一袋水果上哪？）,[重見七A10],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六D四肢動作,六D1拿、抓、提等
3822,*搦,nik1,拿。～碗湯畀隔籬阿婆飲啦。（拿碗湯給隔壁的老奶奶喝吧。）,[重見七A10、七E15],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六D四肢動作,六D1拿、抓、提等
3823,*攞,lo2,①拿。你～住咁多嘢行唔快，畀啲我～啦。（你拿那麼多東西走不快，給點我拿吧。）②伸出（手）。～衹手出來，睇下拎咗啲乜。（把手伸出來，看看拿了些甚麼東西。）,[重見七A10、七E15],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六D四肢動作,六D1拿、抓、提等
3824,*揸,zaa1,拿；抓；掐；～住轆竹。（拿著根竹子。）│出力～到實。（用力抓緊。）│畀人～住頸，喐都唔喐得。（被人掐住脖子，動彈不得。）,[重見七D4],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六D四肢動作,六D1拿、抓、提等
3825,*鉗2,kim4,以兩個手指探取。,,六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六D四肢動作,六D1拿、抓、提等
3826,*擸1,laap3,（用手掌或手臂向自己方向）撥攏；攬取。一伸手咸𠾴唥～過嚟。（一伸手全部攬過來。）,[重見六C1、六D10、七A10],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六D四肢動作,六D1拿、抓、提等
3827,*揦2,laa2,抓。一手～落去，至攞得幾粒花生。（一手抓下去，才拿到幾顆花生。）,[重見十C3],六、運動與動作[包括人與動物共通的動作。動物特有的動作參見二D2],六D四肢動作,六D1拿、抓、提等
